계약년월,계약일,시군구,본번,부번,단지명,전용면적(㎡),거래금액(만원),층,건축년도
201810,16,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,79.626,13500,3,2002
201810,16,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,28450,13,2015
201810,17,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),84.606,28000,3,2015
201810,17,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),59.655,23200,18,2015
201810,17,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,49832,12,2018
201810,17,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,152.785,25000,4,2013
201810,17,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,10500,8,1999
201810,17,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,18300,9,2008
201810,18,세종특별자치시 부강면 부강리,498,7,대신하나로,81.78,13800,9,2002
201810,18,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,54000,17,2013
201810,18,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,10400,19,1999
201810,18,세종특별자치시 종촌동,654,0,가재마을11단지(한신휴플러스),84.815,42000,11,2013
201810,18,세종특별자치시 종촌동,683,0,가재마을2단지(호반베르디움3차),59.8652,27900,5,2014
201810,18,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.991,43000,25,2014
201810,18,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.78,47500,3,2011
201810,19,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,33000,21,2015
201810,19,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9159,25600,18,2015
201810,19,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,48500,9,2018
201810,19,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,49050,6,2018
201810,19,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,42500,9,2014
201810,19,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,50000,20,2014
201810,19,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,29800,16,2015
201810,19,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,28300,3,2008
201810,19,세종특별자치시 조치원읍 죽림리,21,2,삼일,59.76,8000,17,1994
201810,19,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,10000,16,1996
201810,19,세종특별자치시 조치원읍 죽림리,389,0,죽림대우푸르지오,104.9044,18000,3,2007
201810,19,세종특별자치시 종촌동,656,0,가재마을10단지(제일풍경채에듀파크),84.9365,42400,5,2014
201810,19,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,31500,10,2012
201810,20,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),84.8788,31800,18,2015
201810,20,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,27000,3,2015
201810,20,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8250,3,2000
201810,20,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8250,1,2000
201810,20,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.9973,30400,5,2015
201810,20,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),109.9244,90000,18,2016
201810,20,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,29000,6,2015
201810,20,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,30200,1,2015
201810,20,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,126.6976,23100,7,2006
201810,20,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,17400,13,2008
201810,20,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,41600,10,2015
201810,20,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31500,18,2014
201810,20,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,27600,2,2014
201810,20,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),114.16,36600,8,2012
201810,21,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),84.8788,32700,16,2015
201810,21,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,26700,23,2015
201810,21,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,44000,2,2018
201810,21,세종특별자치시 도담동,641,0,도램마을16단지(모아미래도),99.975,44000,13,2015
201810,21,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9837,33000,11,2014
201810,21,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,32000,12,2015
201810,21,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),114.14,42200,17,2012
201810,22,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,18500,7,2000
201810,22,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,38000,1,2018
201810,22,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,84.84,15000,2,1999
201810,22,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,40000,25,2014
201810,23,세종특별자치시 새롬동,74,47,새뜸마을12단지(금성백조예미지),59.9283,45600,12,2017
201810,23,세종특별자치시 어진동,613,0,더샵레이크파크,84.99,52200,4,2013
201810,23,세종특별자치시 조치원읍 교리,140,0,현대,84.99,11700,8,1992
201810,23,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,84.9228,19900,1,2006
201810,23,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,27800,11,2008
201810,23,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,27000,5,2015
201810,24,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,30000,6,2015
201810,24,세종특별자치시 새롬동,2201,1,새뜸마을3단지(캐슬&파밀리에),74.998,44800,8,2017
201810,24,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),101.9478,42000,10,2014
201810,24,세종특별자치시 아름동,1279,0,푸르지오(8단지),84.9375,32400,16,2013
201810,24,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,11400,14,2003
201810,24,세종특별자치시 조치원읍 죽림리,92,0,신동아,84.98,11950,6,1996
201810,24,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,45300,18,2014
201810,24,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),84.39,39500,10,2012
201810,25,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,53500,4,2015
201810,25,세종특별자치시 아름동,1279,0,푸르지오(8단지),74.519,30200,12,2013
201810,25,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,31400,4,2012
201810,26,세종특별자치시 대평동,77,22,해들마을4단지,109.8712,60000,18,2018
201810,26,세종특별자치시 도담동,653,0,도램마을11단지(반도유보라),84.9783,52200,20,2017
201810,26,세종특별자치시 새롬동,2202,7,새뜸마을5단지(메이저시티),59.9602,33500,3,2017
201810,26,세종특별자치시 소정면 운당리,35,1,무궁화,59.4,5300,3,1996
201810,26,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,32600,29,2014
201810,26,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,34000,23,2014
201810,26,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,84.99,15000,17,1996
201810,26,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),59.1,26900,6,2012
201810,27,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),84.606,28300,18,2015
201810,27,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8000,2,2000
201810,27,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8500,7,2000
201810,27,세종특별자치시 다정동,2102,2,가온마을6단지,59.978,37000,6,2018
201810,27,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,46750,9,2014
201810,27,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,50500,20,2016
201810,27,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,31500,4,2015
201810,27,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,41000,18,2014
201810,27,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,31400,23,2014
201810,27,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),106.76,49500,3,2014
201810,27,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,29000,14,2012
201810,28,세종특별자치시 새롬동,2202,6,새뜸마을1단지(메이저시티),84.9645,49500,9,2017
201810,28,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,53000,12,2016
201810,28,세종특별자치시 종촌동,654,0,가재마을11단지(한신휴플러스),59.614,29950,6,2013
201810,28,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,35000,4,2014
201810,28,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.663,40000,14,2014
201810,28,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.96,42500,6,2011
201810,28,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.18,32000,20,2012
201810,28,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),59.1,25500,7,2012
201810,28,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.84,46500,19,2012
201810,29,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.8652,26500,6,2014
201810,29,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),84.89,28000,24,2015
201810,29,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8900,15,2000
201810,29,세종특별자치시 다정동,2102,2,가온마을6단지,84.9837,51000,4,2018
201810,29,세종특별자치시 새롬동,2202,1,새뜸마을4단지(캐슬&파밀리에),84.9875,45700,21,2017
201810,29,세종특별자치시 조치원읍 교리,140,0,현대,84.99,11300,1,1992
201810,29,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,43000,23,2015
201810,29,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,35700,3,2014
201810,30,세종특별자치시 도담동,664,0,라온프라이빗시티 Ⅰ,24.8325,11560,7,2014
201810,30,세종특별자치시 새롬동,2202,7,새뜸마을5단지(메이저시티),84.9645,55500,24,2017
201810,30,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,49000,3,2013
201810,30,세종특별자치시 조치원읍 교리,140,0,현대,84.99,12000,10,1992
201810,30,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,13500,5,1996
201810,31,세종특별자치시 소담동,32,53,새샘마을1단지,125.1257,58774,12,2018
201810,31,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,51900,17,2016
201810,31,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,59.99,13200,11,1999
201810,31,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,20500,11,2008
201810,31,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,28800,21,2015
201811,1,세종특별자치시 고운동,1401,0,가락마을13단지(대광로제비앙),84.606,29000,25,2015
201811,1,세종특별자치시 아름동,1276,0,범지기마을12단지(중흥S-에코타운),96.252,39300,6,2015
201811,1,세종특별자치시 아름동,1297,0,범지기마을3단지(중흥에듀하이),96.1416,38500,2,2015
201811,1,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,22500,5,2013
201811,1,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,152.785,26100,6,2013
201811,1,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.974,23000,20,2008
201811,1,세종특별자치시 종촌동,654,0,가재마을11단지(한신휴플러스),84.815,40200,10,2013
201811,2,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),107.698,36900,11,2015
201811,2,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8768,23000,12,2007
201811,2,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,31000,12,2015
201811,2,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,53500,12,2016
201811,2,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),106.76,46900,4,2014
201811,2,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),84.39,38000,3,2012
201811,3,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),59.9907,22400,16,2016
201811,3,세종특별자치시 다정동,2101,4,가온마을12단지,59.8817,41000,11,2018
201811,3,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,46000,21,2014
201811,3,세종특별자치시 도담동,636,0,도램마을18단지(모아미래도),84.945,38500,8,2015
201811,3,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),44.99,25250,12,2014
201811,3,세종특별자치시 도담동,683,0,도램마을3단지(웅진스타클래스),59.98,30500,6,2014
201811,3,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,60500,10,2015
201811,3,세종특별자치시 새롬동,341,94,새뜸마을6단지(메이저시티),120.5051,69000,17,2017
201811,3,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9539,33500,14,2014
201811,3,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),71.484,33000,8,2015
201811,3,세종특별자치시 조치원읍 번암리,75,2,번암주공,47.01,6900,1,1989
201811,3,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,152.785,24500,4,2013
201811,3,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,21000,18,2008
201811,3,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,16950,5,2008
201811,3,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),59.9383,28800,5,2014
201811,3,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,35700,15,2012
201811,4,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,28900,2,2015
201811,4,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),72.497,25300,4,2015
201811,4,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,79.626,11900,10,2002
201811,4,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),84.39,37000,18,2012
201811,5,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,31300,8,2014
201811,5,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,33900,23,2014
201811,5,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),99.9834,34500,6,2015
201811,5,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,22700,7,2013
201811,5,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.7067,20400,8,2013
201811,5,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,43500,19,2015
201811,5,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,28000,11,2015
201811,5,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.663,37900,5,2014
201811,5,세종특별자치시 한솔동,984,0,첫마을6단지(힐스테이트),84.08,29500,25,2012
201811,6,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,17000,6,2000
201811,6,세종특별자치시 다정동,0,0,가온마을5단지(중흥에스클래스센텀시티),84.9837,54000,10,2018
201811,6,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,22300,9,2008
201811,6,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.728,19350,4,2008
201811,7,세종특별자치시 보람동,664,102,호려울마을1단지(대방노블랜드),59.9883,37450,15,2017
201811,7,세종특별자치시 소담동,32,53,새샘마을1단지,98.931,49000,7,2018
201811,7,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,44600,12,2015
201811,8,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),84.967,34300,9,2015
201811,8,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9750,10,2000
201811,8,세종특별자치시 소담동,325,0,새샘마을9단지(중흥S클래스 리버뷰),109.9244,96500,16,2016
201811,8,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,34000,12,2014
201811,8,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,19000,5,2008
201811,9,세종특별자치시 대평동,77,22,해들마을4단지,98.1108,56700,11,2018
201811,9,세종특별자치시 소담동,32,53,새샘마을1단지,84.9917,47800,9,2018
201811,9,세종특별자치시 소담동,3302,6,새샘마을6단지(한신더휴펜타힐스),59.92,28000,23,2017
201811,9,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,79.626,11900,5,2002
201811,9,세종특별자치시 조치원읍 신안리,244,1,조형,58.35,6950,4,1991
201811,9,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,9400,20,1999
201811,9,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,20000,19,2008
201811,9,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,28000,8,2008
201811,9,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,41800,25,2015
201811,9,세종특별자치시 종촌동,683,0,가재마을2단지(호반베르디움3차),84.9893,37300,14,2014
201811,9,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,29000,7,2015
201811,9,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,47000,16,2011
201811,10,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),59.8338,26000,9,2015
201811,10,세종특별자치시 고운동,1393,0,가락마을15단지(중흥파크뷰),73.9816,31000,11,2015
201811,10,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),84.9757,33500,16,2015
201811,10,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),84.89,29500,8,2015
201811,10,세종특별자치시 고운동,1703,0,이지더원(가락마을4단지),59.9853,24500,15,2014
201811,10,세종특별자치시 금남면 용포리,320,0,두진리버빌,59.8676,16500,10,2000
201811,10,세종특별자치시 대평동,147,3,해들마을3단지,50.3413,33000,3,2017
201811,10,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.992,60000,14,2015
201811,10,세종특별자치시 도담동,664,0,라온프라이빗시티 Ⅰ,20.94,9000,3,2014
201811,10,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,19.62,9200,4,2014
201811,10,세종특별자치시 보람동,700,1,호려울마을 4단지 센트럴파크,80.8021,48500,8,2017
201811,10,세종특별자치시 새롬동,2202,3,새뜸마을10단지(더샵힐스테이트),59.9331,45000,8,2017
201811,10,세종특별자치시 아름동,1282,0,한신엘리트파크(범지기9단지),84.9899,33000,20,2015
201811,10,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.98,6300,4,1991
201811,10,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,17000,3,2008
201811,10,세종특별자치시 종촌동,652,0,가재마을12단지(중흥에스클래스센텀파크2차),84.9941,42850,8,2015
201811,10,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,42000,7,2015
201811,10,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),84.696,39000,15,2015
201811,10,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,41000,5,2015
201811,10,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,28600,9,2015
201811,10,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,28500,15,2015
201811,11,세종특별자치시 나성동,748,0,한스웰시티(CB5-1BL),24.12,10000,5,2015
201811,11,세종특별자치시 대평동,266,8,해들마을1단지,84.9429,53000,18,2018
201811,11,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,60000,13,2015
201811,11,세종특별자치시 조치원읍 번암리,75,2,번암주공,46.68,7500,2,1989
201811,11,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,41500,8,2015
201811,11,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,44000,21,2014
201811,12,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),106.635,67000,6,2015
201811,12,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,51500,11,2016
201811,12,세종특별자치시 소담동,3302,6,새샘마을6단지(한신더휴펜타힐스),75.9,33000,8,2017
201811,12,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,34000,24,2014
201811,12,세종특별자치시 아름동,1356,0,범지기마을 4단지,84.8568,32800,10,2014
201811,12,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,84.84,15000,6,1999
201811,12,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.974,21500,3,2008
201811,12,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,18500,3,2008
201811,12,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,23850,12,2008
201811,12,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,41000,4,2015
201811,12,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.99,31000,8,2015
201811,12,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,40000,3,2011
201811,13,세종특별자치시 다정동,2102,4,가온마을1단지,101.7203,57500,11,2018
201811,13,세종특별자치시 대평동,77,22,해들마을4단지,84.9916,50500,12,2018
201811,13,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),111.996,80500,24,2015
201811,13,세종특별자치시 도담동,641,0,도램마을16단지(모아미래도),84.969,38800,13,2015
201811,13,세종특별자치시 새롬동,2202,3,새뜸마을10단지(더샵힐스테이트),59.9331,40000,3,2017
201811,13,세종특별자치시 조치원읍 교리,11,1,계룡,59.28,9450,5,1989
201811,13,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),84.994,42400,20,2014
201811,14,세종특별자치시 고운동,1393,0,가락마을15단지(중흥파크뷰),73.9816,28000,1,2015
201811,14,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,9350,2,2000
201811,14,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,50000,23,2014
201811,14,세종특별자치시 조치원읍 신안리,244,1,조형,58.35,6000,4,1991
201811,14,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,59.99,13500,19,1999
201811,15,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),59.9013,26500,16,2015
201811,15,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8000,11,2000
201811,15,세종특별자치시 조치원읍 교리,140,0,현대,84.99,13400,10,1992
201811,15,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),84.976,22000,13,2008
201811,15,세종특별자치시 종촌동,679,0,가재마을3단지(중흥에듀타운),108.81,45000,10,2015
201811,15,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),106.76,50000,27,2014
201811,15,세종특별자치시 종촌동,697,0,가재마을9단지(세종한신휴플러스리버파크),84.663,39000,11,2014
201811,16,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),84.98,31000,23,2015
201811,16,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9727,37000,15,2014
201811,16,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,30000,13,2015
201811,16,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,28900,12,2015
201811,16,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,10000,4,2002
201811,16,세종특별자치시 조치원읍 죽림리,167,0,삼정하이츠,84.93,9700,14,1991
201811,16,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,84.99,14500,16,1996
201811,16,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,26800,6,2012
201811,17,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.804,56500,6,2015
201811,17,세종특별자치시 도담동,664,0,라온프라이빗시티 Ⅰ,19.1676,9000,4,2014
201811,17,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,19.9088,8700,5,2014
201811,17,세종특별자치시 보람동,639,3,호려울마을6단지(모아엘가),101.65,59300,11,2017
201811,17,세종특별자치시 부강면 부강리,498,7,대신하나로,59.86,7300,11,2002
201811,17,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,48500,21,2016
201811,17,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.757,33800,9,2014
201811,17,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,99.6514,20300,3,2013
201811,17,세종특별자치시 종촌동,683,0,가재마을2단지(호반베르디움3차),59.8652,28000,12,2014
201811,17,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,37500,4,2014
201811,17,세종특별자치시 종촌동,649,0,가재마을7단지(중흥S클래스 센텀파크1차),106.76,49900,24,2014
201811,18,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,8300,11,2000
201811,18,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,60000,15,2013
201811,18,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,20000,9,2008
201811,18,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),114.6,48500,11,2012
201811,19,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),84.8788,33900,17,2015
201811,19,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.96,46500,15,2014
201811,19,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.96,43500,11,2014
201811,19,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.623,56500,23,2015
201811,19,세종특별자치시 새롬동,2202,7,새뜸마을5단지(메이저시티),59.9602,29800,5,2017
201811,19,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),97.994,58000,5,2016
201811,19,세종특별자치시 소담동,3302,6,새샘마을6단지(한신더휴펜타힐스),75.9,44000,13,2017
201811,19,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,33300,23,2014
201811,19,세종특별자치시 어진동,664,0,모닝시티,49.6338,15000,7,2015
201811,19,세종특별자치시 어진동,548,0,세종리슈빌S,21.2595,11550,9,2014
201811,19,세종특별자치시 종촌동,690,0,가재마을5단지(현대엠코타운),84.9424,39500,11,2014
201811,20,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),59.9907,23000,21,2016
201811,20,세종특별자치시 나성동,730,0,에스알파크시티,23.77,10000,4,2017
201811,20,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),106.635,74500,28,2015
201811,20,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,51500,28,2014
201811,20,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9375,33300,29,2014
201811,20,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,17000,3,2008
201811,20,세종특별자치시 한솔동,978,0,첫마을7단지(래미안),101.95,50800,8,2012
201811,21,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),84.9837,35900,17,2016
201811,21,세종특별자치시 보람동,628,2,스타힐타워Ⅰ(C2-3),21.6349,9300,6,2016
